Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
1.26166, 2060-2079, noresm1_m, Annual Anomaly, KHM
0.75503, 2060-2079, access1_3, Annual Anomaly, CMR
-0.6622, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CMR
0.10769, 2060-2079, bcc_csm1_1, Annual Anomaly, CMR
-0.2718, 2060-2079, bnu_esm, Annual Anomaly, CMR
-1.0615, 2060-2079, canesm2, Annual Anomaly, CMR
0.41583, 2060-2079, ccsm4, Annual Anomaly, CMR
0.5906, 2060-2079, cesm1_bgc, Annual Anomaly, CMR
-0.0063, 2060-2079, cesm1_cam5, Annual Anomaly, CMR
-0.7783, 2060-2079, cmcc_cesm, Annual Anomaly, CMR
0.54302, 2060-2079, cmcc_cm, Annual Anomaly, CMR
0.79964, 2060-2079, cmcc_cms, Annual Anomaly, CMR
0.23779, 2060-2079, cnrm_cm5, Annual Anomaly, CMR
-0.9686, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CMR
0.74355, 2060-2079, gfdl_cm3, Annual Anomaly, CMR
0.25137, 2060-2079, gfdl_esm2g, Annual Anomaly, CMR
-0.2042, 2060-2079, gfdl_esm2m, Annual Anomaly, CMR
-0.3947, 2060-2079, inmcm4, Annual Anomaly, CMR
0.43535, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CMR
0.79637, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CMR
0.17276, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CMR
8.0E-5, 2060-2079, miroc5, Annual Anomaly, CMR
0.05065, 2060-2079, miroc_esm_chem, Annual Anomaly, CMR
0.53365, 2060-2079, miroc_esm, Annual Anomaly, CMR
0.29722, 2060-2079, mpi_esm_mr, Annual Anomaly, CMR
0.39243, 2060-2079, mri_cgcm3, Annual Anomaly, CMR
0.19793, 2060-2079, mri_esm1, Annual Anomaly, CMR
0.35983, 2060-2079, noresm1_m, Annual Anomaly, CMR
0.20132, 2060-2079, access1_3, Annual Anomaly, CAF
-0.8605, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CAF
0.62813, 2060-2079, bcc_csm1_1, Annual Anomaly, CAF
0.93029, 2060-2079, bnu_esm, Annual Anomaly, CAF
0.04482, 2060-2079, canesm2, Annual Anomaly, CAF
0.76982, 2060-2079, ccsm4, Annual Anomaly, CAF
1.01628, 2060-2079, cesm1_bgc, Annual Anomaly, CAF
0.52145, 2060-2079, cesm1_cam5, Annual Anomaly, CAF
-0.8278, 2060-2079, cmcc_cesm, Annual Anomaly, CAF
-0.1557, 2060-2079, cmcc_cm, Annual Anomaly, CAF
-0.0629, 2060-2079, cmcc_cms, Annual Anomaly, CAF
0.16016, 2060-2079, cnrm_cm5, Annual Anomaly, CAF
-1.7423, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CAF
0.6504, 2060-2079, gfdl_cm3, Annual Anomaly, CAF
-0.5657, 2060-2079, gfdl_esm2g, Annual Anomaly, CAF
-0.5008, 2060-2079, gfdl_esm2m, Annual Anomaly, CAF
0.38757, 2060-2079, inmcm4, Annual Anomaly, CAF
0.07319, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CAF
-0.6266, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CAF
-0.0426, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CAF
0.47836, 2060-2079, miroc5, Annual Anomaly, CAF
0.1118, 2060-2079, miroc_esm_chem, Annual Anomaly, CAF
0.76013, 2060-2079, miroc_esm, Annual Anomaly, CAF
-0.4266, 2060-2079, mpi_esm_mr, Annual Anomaly, CAF
0.25667, 2060-2079, mri_cgcm3, Annual Anomaly, CAF
0.11114, 2060-2079, mri_esm1, Annual Anomaly, CAF
0.30484, 2060-2079, noresm1_m, Annual Anomaly, CAF
-1.1913, 2060-2079, access1_3, Annual Anomaly, TCD
-1.7412, 2060-2079, bcc_csm1_1_m, Annual Anomaly, TCD
-1.1679, 2060-2079, bcc_csm1_1, Annual Anomaly, TCD
0.62396, 2060-2079, bnu_esm, Annual Anomaly, TCD
-1.067, 2060-2079, canesm2, Annual Anomaly, TCD
-0.1972, 2060-2079, ccsm4, Annual Anomaly, TCD
-0.6535, 2060-2079, cesm1_bgc, Annual Anomaly, TCD
-0.3079, 2060-2079, cesm1_cam5, Annual Anomaly, TCD
-1.8375, 2060-2079, cmcc_cesm, Annual Anomaly, TCD
-2.5863, 2060-2079, cmcc_cm, Annual Anomaly, TCD
-2.2517, 2060-2079, cmcc_cms, Annual Anomaly, TCD
-0.5451, 2060-2079, cnrm_cm5, Annual Anomaly, TCD
-1.6304, 2060-2079, csiro_mk3_6_0, Annual Anomaly, TCD
-0.87, 2060-2079, gfdl_cm3, Annual Anomaly, TCD
-1.5366, 2060-2079, gfdl_esm2g, Annual Anomaly, TCD
-1.361, 2060-2079, gfdl_esm2m, Annual Anomaly, TCD
-0.5175, 2060-2079, inmcm4, Annual Anomaly, TCD
-1.8214, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, TCD
-1.4291, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, TCD
-1.6104, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, TCD
0.2438, 2060-2079, miroc5, Annual Anomaly, TCD
0.57779, 2060-2079, miroc_esm_chem, Annual Anomaly, TCD
0.92162, 2060-2079, miroc_esm, Annual Anomaly, TCD
-2.3839, 2060-2079, mpi_esm_mr, Annual Anomaly, TCD
-1.7957, 2060-2079, mri_cgcm3, Annual Anomaly, TCD
-1.4797, 2060-2079, mri_esm1, Annual Anomaly, TCD
-0.5569, 2060-2079, noresm1_m, Annual Anomaly, TCD
-0.6271, 2060-2079, access1_3, Annual Anomaly, CIV
-0.2926, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CIV
0.02339, 2060-2079, bcc_csm1_1, Annual Anomaly, CIV
-0.1245, 2060-2079, bnu_esm, Annual Anomaly, CIV
-1.5387, 2060-2079, canesm2, Annual Anomaly, CIV
0.0576, 2060-2079, ccsm4, Annual Anomaly, CIV
-0.8594, 2060-2079, cesm1_bgc, Annual Anomaly, CIV
-0.4662, 2060-2079, cesm1_cam5, Annual Anomaly, CIV
-0.3389, 2060-2079, cmcc_cesm, Annual Anomaly, CIV
-0.1651, 2060-2079, cmcc_cm, Annual Anomaly, CIV
-0.1706, 2060-2079, cmcc_cms, Annual Anomaly, CIV
0.26524, 2060-2079, cnrm_cm5, Annual Anomaly, CIV
-0.3336, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CIV
0.09729, 2060-2079, gfdl_cm3, Annual Anomaly, CIV
0.66649, 2060-2079, gfdl_esm2g, Annual Anomaly, CIV
0.5133, 2060-2079, gfdl_esm2m, Annual Anomaly, CIV
-0.8768, 2060-2079, inmcm4, Annual Anomaly, CIV
-0.5678, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CIV
-0.9864, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CIV
-0.8207, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CIV
0.07153, 2060-2079, miroc5, Annual Anomaly, CIV
0.55911, 2060-2079, miroc_esm_chem, Annual Anomaly, CIV
1.24127, 2060-2079, miroc_esm, Annual Anomaly, CIV
-0.2624, 2060-2079, mpi_esm_mr, Annual Anomaly, CIV
-0.6883, 2060-2079, mri_cgcm3, Annual Anomaly, CIV
-0.3505, 2060-2079, mri_esm1, Annual Anomaly, CIV
-0.2224, 2060-2079, noresm1_m, Annual Anomaly, CIV
-1.4249, 2060-2079, access1_3, Annual Anomaly, CUB
-1.1912, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CUB
-0.6878, 2060-2079, bcc_csm1_1, Annual Anomaly, CUB
-1.2144, 2060-2079, bnu_esm, Annual Anomaly, CUB
-2.0266, 2060-2079, canesm2, Annual Anomaly, CUB
-1.4341, 2060-2079, ccsm4, Annual Anomaly, CUB
-1.2292, 2060-2079, cesm1_bgc, Annual Anomaly, CUB
-0.6475, 2060-2079, cesm1_cam5, Annual Anomaly, CUB
-0.6212, 2060-2079, cmcc_cesm, Annual Anomaly, CUB
-0.3551, 2060-2079, cmcc_cm, Annual Anomaly, CUB
-1.6803, 2060-2079, cmcc_cms, Annual Anomaly, CUB
-0.4794, 2060-2079, cnrm_cm5, Annual Anomaly, CUB
0.30721, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CUB
-0.5802, 2060-2079, gfdl_cm3, Annual Anomaly, CUB
-0.8277, 2060-2079, gfdl_esm2g, Annual Anomaly, CUB
-0.1464, 2060-2079, gfdl_esm2m, Annual Anomaly, CUB
-1.2225, 2060-2079, inmcm4, Annual Anomaly, CUB
-0.987, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CUB
-0.9564, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CUB
-0.0399, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CUB
-0.3819, 2060-2079, miroc5, Annual Anomaly, CUB
-0.4748, 2060-2079, miroc_esm_chem, Annual Anomaly, CUB
0.03971, 2060-2079, miroc_esm, Annual Anomaly, CUB
-0.0431, 2060-2079, mpi_esm_mr, Annual Anomaly, CUB
0.66709, 2060-2079, mri_cgcm3, Annual Anomaly, CUB
0.24848, 2060-2079, mri_esm1, Annual Anomaly, CUB
-1.4441, 2060-2079, noresm1_m, Annual Anomaly, CUB
-1.466, 2060-2079, access1_3, Annual Anomaly, CYP
-1.2441, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CYP
-1.9756, 2060-2079, bcc_csm1_1, Annual Anomaly, CYP
-1.2979, 2060-2079, bnu_esm, Annual Anomaly, CYP
-1.8693, 2060-2079, canesm2, Annual Anomaly, CYP
-1.8734, 2060-2079, ccsm4, Annual Anomaly, CYP
-1.4572, 2060-2079, cesm1_bgc, Annual Anomaly, CYP
-1.1071, 2060-2079, cesm1_cam5, Annual Anomaly, CYP
-2.2152, 2060-2079, cmcc_cesm, Annual Anomaly, CYP
-2.8325, 2060-2079, cmcc_cm, Annual Anomaly, CYP
-1.2609, 2060-2079, cmcc_cms, Annual Anomaly, CYP
-0.6998, 2060-2079, cnrm_cm5, Annual Anomaly, CYP
-1.0991, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CYP
-1.767, 2060-2079, gfdl_cm3, Annual Anomaly, CYP
-2.1158, 2060-2079, gfdl_esm2g, Annual Anomaly, CYP
-1.7629, 2060-2079, gfdl_esm2m, Annual Anomaly, CYP
-0.7963, 2060-2079, inmcm4, Annual Anomaly, CYP
-2.3173, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CYP
-2.5247, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CYP
-1.1386, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CYP
-1.6663, 2060-2079, miroc5, Annual Anomaly, CYP
-2.211, 2060-2079, miroc_esm_chem, Annual Anomaly, CYP
-2.04, 2060-2079, miroc_esm, Annual Anomaly, CYP
-0.3554, 2060-2079, mpi_esm_mr, Annual Anomaly, CYP
-1.2546, 2060-2079, mri_cgcm3, Annual Anomaly, CYP
-1.0651, 2060-2079, mri_esm1, Annual Anomaly, CYP
-1.6989, 2060-2079, noresm1_m, Annual Anomaly, CYP
-1.3254, 2060-2079, access1_3, Annual Anomaly, CZE
-0.9372, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CZE
-0.8396, 2060-2079, bcc_csm1_1, Annual Anomaly, CZE
-0.543, 2060-2079, bnu_esm, Annual Anomaly, CZE
-0.6368, 2060-2079, canesm2, Annual Anomaly, CZE
-1.2101, 2060-2079, ccsm4, Annual Anomaly, CZE
-1.9644, 2060-2079, cesm1_bgc, Annual Anomaly, CZE
-1.1715, 2060-2079, cesm1_cam5, Annual Anomaly, CZE
0.29768, 2060-2079, cmcc_cesm, Annual Anomaly, CZE
-0.9824, 2060-2079, cmcc_cm, Annual Anomaly, CZE
-0.4312, 2060-2079, cmcc_cms, Annual Anomaly, CZE
0.61039, 2060-2079, cnrm_cm5, Annual Anomaly, CZE
-1.6803, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CZE
-1.5394, 2060-2079, gfdl_cm3, Annual Anomaly, CZE
-0.4716, 2060-2079, gfdl_esm2g, Annual Anomaly, CZE
-0.5634, 2060-2079, gfdl_esm2m, Annual Anomaly, CZE
-1.3699, 2060-2079, inmcm4, Annual Anomaly, CZE
-1.0945, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CZE
-1.1485, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CZE
-0.2789, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, CZE
-0.485, 2060-2079, miroc5, Annual Anomaly, CZE
0.15909, 2060-2079, miroc_esm_chem, Annual Anomaly, CZE
0.67301, 2060-2079, miroc_esm, Annual Anomaly, CZE
-0.7036, 2060-2079, mpi_esm_mr, Annual Anomaly, CZE
0.52207, 2060-2079, mri_cgcm3, Annual Anomaly, CZE
0.6297, 2060-2079, mri_esm1, Annual Anomaly, CZE
-0.5779, 2060-2079, noresm1_m, Annual Anomaly, CZE
0.66963, 2060-2079, access1_3, Annual Anomaly, DNK
0.10358, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DNK
-0.0113, 2060-2079, bcc_csm1_1, Annual Anomaly, DNK
0.62041, 2060-2079, bnu_esm, Annual Anomaly, DNK
-0.3407, 2060-2079, canesm2, Annual Anomaly, DNK
0.05444, 2060-2079, ccsm4, Annual Anomaly, DNK
-0.0097, 2060-2079, cesm1_bgc, Annual Anomaly, DNK
0.32187, 2060-2079, cesm1_cam5, Annual Anomaly, DNK
1.45372, 2060-2079, cmcc_cesm, Annual Anomaly, DNK
-0.6941, 2060-2079, cmcc_cm, Annual Anomaly, DNK
0.03983, 2060-2079, cmcc_cms, Annual Anomaly, DNK
0.2553, 2060-2079, cnrm_cm5, Annual Anomaly, DNK
-0.1213, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DNK
0.31766, 2060-2079, gfdl_cm3, Annual Anomaly, DNK
-0.0129, 2060-2079, gfdl_esm2g, Annual Anomaly, DNK
0.53729, 2060-2079, gfdl_esm2m, Annual Anomaly, DNK
0.11068, 2060-2079, inmcm4, Annual Anomaly, DNK
0.81051, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DNK
0.18874, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DNK
0.61259, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, DNK
-0.3284, 2060-2079, miroc5, Annual Anomaly, DNK
1.94196, 2060-2079, miroc_esm_chem, Annual Anomaly, DNK
2.07752, 2060-2079, miroc_esm, Annual Anomaly, DNK
-0.0918, 2060-2079, mpi_esm_mr, Annual Anomaly, DNK
0.36009, 2060-2079, mri_cgcm3, Annual Anomaly, DNK
-0.0904, 2060-2079, mri_esm1, Annual Anomaly, DNK
-0.074, 2060-2079, noresm1_m, Annual Anomaly, DNK
-0.3849, 2060-2079, access1_3, Annual Anomaly, DJI
-0.3409, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DJI
-0.3431, 2060-2079, bcc_csm1_1, Annual Anomaly, DJI
0.63012, 2060-2079, bnu_esm, Annual Anomaly, DJI
1.2896, 2060-2079, canesm2, Annual Anomaly, DJI
0.20082, 2060-2079, ccsm4, Annual Anomaly, DJI
0.24037, 2060-2079, cesm1_bgc, Annual Anomaly, DJI
0.248, 2060-2079, cesm1_cam5, Annual Anomaly, DJI
-1.0398, 2060-2079, cmcc_cesm, Annual Anomaly, DJI
-0.713, 2060-2079, cmcc_cm, Annual Anomaly, DJI
-0.6924, 2060-2079, cmcc_cms, Annual Anomaly, DJI
0.67189, 2060-2079, cnrm_cm5, Annual Anomaly, DJI
-0.6322, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DJI
-1.126, 2060-2079, gfdl_cm3, Annual Anomaly, DJI
-1.135, 2060-2079, gfdl_esm2g, Annual Anomaly, DJI
-0.8281, 2060-2079, gfdl_esm2m, Annual Anomaly, DJI
0.10509, 2060-2079, inmcm4, Annual Anomaly, DJI
0.07357, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DJI
0.42942, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DJI
-0.8684, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, DJI
1.20837, 2060-2079, miroc5, Annual Anomaly, DJI
1.20353, 2060-2079, miroc_esm_chem, Annual Anomaly, DJI
2.568, 2060-2079, miroc_esm, Annual Anomaly, DJI
-0.9013, 2060-2079, mpi_esm_mr, Annual Anomaly, DJI
-0.3205, 2060-2079, mri_cgcm3, Annual Anomaly, DJI
-1.1335, 2060-2079, mri_esm1, Annual Anomaly, DJI
0.18142, 2060-2079, noresm1_m, Annual Anomaly, DJI
-0.7018, 2060-2079, access1_3, Annual Anomaly, ECU
1.11348, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ECU
0.81155, 2060-2079, bcc_csm1_1, Annual Anomaly, ECU
-1.0003, 2060-2079, bnu_esm, Annual Anomaly, ECU
-1.7549, 2060-2079, canesm2, Annual Anomaly, ECU
0.00412, 2060-2079, ccsm4, Annual Anomaly, ECU
-0.2439, 2060-2079, cesm1_bgc, Annual Anomaly, ECU
-0.5212, 2060-2079, cesm1_cam5, Annual Anomaly, ECU
0.26436, 2060-2079, cmcc_cesm, Annual Anomaly, ECU
1.21167, 2060-2079, cmcc_cm, Annual Anomaly, ECU
1.29716, 2060-2079, cmcc_cms, Annual Anomaly, ECU
0.25455, 2060-2079, cnrm_cm5, Annual Anomaly, ECU
0.68329, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ECU
-1.5993, 2060-2079, gfdl_cm3, Annual Anomaly, ECU
0.64714, 2060-2079, gfdl_esm2g, Annual Anomaly, ECU
0.30253, 2060-2079, gfdl_esm2m, Annual Anomaly, ECU
0.4973, 2060-2079, inmcm4, Annual Anomaly, ECU
0.72628, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ECU
1.29571, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ECU
0.44751, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ECU
1.12595, 2060-2079, miroc5, Annual Anomaly, ECU
-0.1215, 2060-2079, miroc_esm_chem, Annual Anomaly, ECU
-0.4394, 2060-2079, miroc_esm, Annual Anomaly, ECU
0.90205, 2060-2079, mpi_esm_mr, Annual Anomaly, ECU
0.7025, 2060-2079, mri_cgcm3, Annual Anomaly, ECU
0.58572, 2060-2079, mri_esm1, Annual Anomaly, ECU
2.3791, 2060-2079, noresm1_m, Annual Anomaly, ECU
1.14391, 2060-2079, access1_3, Annual Anomaly, GNQ
-0.8617, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GNQ
-0.6031, 2060-2079, bcc_csm1_1, Annual Anomaly, GNQ
0.15207, 2060-2079, bnu_esm, Annual Anomaly, GNQ
-1.759, 2060-2079, canesm2, Annual Anomaly, GNQ
0.67262, 2060-2079, ccsm4, Annual Anomaly, GNQ
0.93038, 2060-2079, cesm1_bgc, Annual Anomaly, GNQ
0.79726, 2060-2079, cesm1_cam5, Annual Anomaly, GNQ
-0.1027, 2060-2079, cmcc_cesm, Annual Anomaly, GNQ
0.74149, 2060-2079, cmcc_cm, Annual Anomaly, GNQ
0.52832, 2060-2079, cmcc_cms, Annual Anomaly, GNQ
0.97531, 2060-2079, cnrm_cm5, Annual Anomaly, GNQ
0.79407, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GNQ
0.65705, 2060-2079, gfdl_cm3, Annual Anomaly, GNQ
1.01052, 2060-2079, gfdl_esm2g, Annual Anomaly, GNQ
0.73594, 2060-2079, gfdl_esm2m, Annual Anomaly, GNQ
-0.3391, 2060-2079, inmcm4, Annual Anomaly, GNQ
1.1674, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GNQ
1.29187, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GNQ
0.41418, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, GNQ
0.18114, 2060-2079, miroc5, Annual Anomaly, GNQ
-1.1322, 2060-2079, miroc_esm_chem, Annual Anomaly, GNQ
-0.6297, 2060-2079, miroc_esm, Annual Anomaly, GNQ
0.07472, 2060-2079, mpi_esm_mr, Annual Anomaly, GNQ
0.62653, 2060-2079, mri_cgcm3, Annual Anomaly, GNQ
0.1082, 2060-2079, mri_esm1, Annual Anomaly, GNQ
0.91858, 2060-2079, noresm1_m, Annual Anomaly, GNQ
-0.6342, 2060-2079, access1_3, Annual Anomaly, ERI
-0.8249, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ERI
-1.3469, 2060-2079, bcc_csm1_1, Annual Anomaly, ERI
0.86232, 2060-2079, bnu_esm, Annual Anomaly, ERI
0.03952, 2060-2079, canesm2, Annual Anomaly, ERI
-0.6721, 2060-2079, ccsm4, Annual Anomaly, ERI
-0.8939, 2060-2079, cesm1_bgc, Annual Anomaly, ERI
-0.2889, 2060-2079, cesm1_cam5, Annual Anomaly, ERI
-2.1318, 2060-2079, cmcc_cesm, Annual Anomaly, ERI
-1.7519, 2060-2079, cmcc_cm, Annual Anomaly, ERI
-0.9861, 2060-2079, cmcc_cms, Annual Anomaly, ERI
-0.1768, 2060-2079, cnrm_cm5, Annual Anomaly, ERI
-1.5607, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ERI
-0.4864, 2060-2079, gfdl_cm3, Annual Anomaly, ERI
-1.2783, 2060-2079, gfdl_esm2g, Annual Anomaly, ERI
-1.2143, 2060-2079, gfdl_esm2m, Annual Anomaly, ERI
-0.0133, 2060-2079, inmcm4, Annual Anomaly, ERI
-1.683, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ERI
-0.5551, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ERI
-0.2016, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ERI
1.21361, 2060-2079, miroc5, Annual Anomaly, ERI
0.99503, 2060-2079, miroc_esm_chem, Annual Anomaly, ERI
1.5781, 2060-2079, miroc_esm, Annual Anomaly, ERI
-1.3816, 2060-2079, mpi_esm_mr, Annual Anomaly, ERI
-1.6724, 2060-2079, mri_cgcm3, Annual Anomaly, ERI
-1.3298, 2060-2079, mri_esm1, Annual Anomaly, ERI
-0.1699, 2060-2079, noresm1_m, Annual Anomaly, ERI
-0.0527, 2060-2079, access1_3, Annual Anomaly, EST
0.23593, 2060-2079, bcc_csm1_1_m, Annual Anomaly, EST
0.1318, 2060-2079, bcc_csm1_1, Annual Anomaly, EST
0.27872, 2060-2079, bnu_esm, Annual Anomaly, EST
0.0974, 2060-2079, canesm2, Annual Anomaly, EST
-0.1706, 2060-2079, ccsm4, Annual Anomaly, EST
-0.2404, 2060-2079, cesm1_bgc, Annual Anomaly, EST
-0.0525, 2060-2079, cesm1_cam5, Annual Anomaly, EST
1.34162, 2060-2079, cmcc_cesm, Annual Anomaly, EST
0.18643, 2060-2079, cmcc_cm, Annual Anomaly, EST
0.44821, 2060-2079, cmcc_cms, Annual Anomaly, EST
0.30742, 2060-2079, cnrm_cm5, Annual Anomaly, EST
-0.0622, 2060-2079, csiro_mk3_6_0, Annual Anomaly, EST
0.76072, 2060-2079, gfdl_cm3, Annual Anomaly, EST
0.35286, 2060-2079, gfdl_esm2g, Annual Anomaly, EST
0.4595, 2060-2079, gfdl_esm2m, Annual Anomaly, EST
1.03774, 2060-2079, inmcm4, Annual Anomaly, EST
0.35682, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, EST
0.19896, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, EST
-0.0072, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, EST
-0.99, 2060-2079, miroc5, Annual Anomaly, EST
0.81177, 2060-2079, miroc_esm_chem, Annual Anomaly, EST
1.38561, 2060-2079, miroc_esm, Annual Anomaly, EST
0.44802, 2060-2079, mpi_esm_mr, Annual Anomaly, EST
1.3971, 2060-2079, mri_cgcm3, Annual Anomaly, EST
0.19577, 2060-2079, mri_esm1, Annual Anomaly, EST
-0.645, 2060-2079, noresm1_m, Annual Anomaly, EST
0.99407, 2060-2079, access1_3, Annual Anomaly, FRO
0.51202, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FRO
-0.0189, 2060-2079, bcc_csm1_1, Annual Anomaly, FRO
-0.4777, 2060-2079, bnu_esm, Annual Anomaly, FRO
-0.6264, 2060-2079, canesm2, Annual Anomaly, FRO
0.99343, 2060-2079, ccsm4, Annual Anomaly, FRO
0.86675, 2060-2079, cesm1_bgc, Annual Anomaly, FRO
0.92525, 2060-2079, cesm1_cam5, Annual Anomaly, FRO
1.62277, 2060-2079, cmcc_cesm, Annual Anomaly, FRO
2.08574, 2060-2079, cmcc_cm, Annual Anomaly, FRO
1.20283, 2060-2079, cmcc_cms, Annual Anomaly, FRO
-1.1807, 2060-2079, cnrm_cm5, Annual Anomaly, FRO
0.49299, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FRO
0.41893, 2060-2079, gfdl_cm3, Annual Anomaly, FRO
0.75, 2060-2079, gfdl_esm2g, Annual Anomaly, FRO
-0.1832, 2060-2079, gfdl_esm2m, Annual Anomaly, FRO
-0.2832, 2060-2079, inmcm4, Annual Anomaly, FRO
1.07235, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FRO
1.20797, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FRO
0.82379, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, FRO
-0.8256, 2060-2079, miroc5, Annual Anomaly, FRO
0.13541, 2060-2079, miroc_esm_chem, Annual Anomaly, FRO
-0.4909, 2060-2079, miroc_esm, Annual Anomaly, FRO
0.65871, 2060-2079, mpi_esm_mr, Annual Anomaly, FRO
1.02017, 2060-2079, mri_cgcm3, Annual Anomaly, FRO
1.10321, 2060-2079, mri_esm1, Annual Anomaly, FRO
0.62806, 2060-2079, noresm1_m, Annual Anomaly, FRO
0.89796, 2060-2079, access1_3, Annual Anomaly, FSM
0.62778, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FSM
1.0641, 2060-2079, bcc_csm1_1, Annual Anomaly, FSM
1.20622, 2060-2079, bnu_esm, Annual Anomaly, FSM
-0.1995, 2060-2079, canesm2, Annual Anomaly, FSM
0.03228, 2060-2079, ccsm4, Annual Anomaly, FSM
0.04706, 2060-2079, cesm1_bgc, Annual Anomaly, FSM
-0.0419, 2060-2079, cesm1_cam5, Annual Anomaly, FSM
0.35691, 2060-2079, cmcc_cesm, Annual Anomaly, FSM
0.47465, 2060-2079, cmcc_cm, Annual Anomaly, FSM
0.75172, 2060-2079, cmcc_cms, Annual Anomaly, FSM
0.57715, 2060-2079, cnrm_cm5, Annual Anomaly, FSM
0.80415, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FSM
0.27358, 2060-2079, gfdl_cm3, Annual Anomaly, FSM
0.61668, 2060-2079, gfdl_esm2g, Annual Anomaly, FSM
0.12383, 2060-2079, gfdl_esm2m, Annual Anomaly, FSM
1.38814, 2060-2079, inmcm4, Annual Anomaly, FSM
1.12956, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FSM
0.40649, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FSM
0.18899, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, FSM
-0.7404, 2060-2079, miroc5, Annual Anomaly, FSM
-0.5076, 2060-2079, miroc_esm_chem, Annual Anomaly, FSM
0.21349, 2060-2079, miroc_esm, Annual Anomaly, FSM
0.49919, 2060-2079, mpi_esm_mr, Annual Anomaly, FSM
0.28631, 2060-2079, mri_cgcm3, Annual Anomaly, FSM
0.52864, 2060-2079, mri_esm1, Annual Anomaly, FSM
0.40554, 2060-2079, noresm1_m, Annual Anomaly, FSM
0.77774, 2060-2079, access1_3, Annual Anomaly, FIN
