Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.1682, 2060-2079, bnu_esm, Annual Anomaly, CPV
-1.4958, 2060-2079, canesm2, Annual Anomaly, CPV
-0.3574, 2060-2079, ccsm4, Annual Anomaly, CPV
-0.4896, 2060-2079, cesm1_cam5, Annual Anomaly, CPV
0.27912, 2060-2079, cnrm_cm5, Annual Anomaly, CPV
-0.545, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CPV
1.64606, 2060-2079, gfdl_cm3, Annual Anomaly, CPV
0.89971, 2060-2079, gfdl_esm2g, Annual Anomaly, CPV
0.35042, 2060-2079, gfdl_esm2m, Annual Anomaly, CPV
-0.9942, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CPV
-1.0592, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CPV
-0.5201, 2060-2079, miroc5, Annual Anomaly, CPV
0.68894, 2060-2079, miroc_esm_chem, Annual Anomaly, CPV
1.85723, 2060-2079, miroc_esm, Annual Anomaly, CPV
-0.8364, 2060-2079, mpi_esm_mr, Annual Anomaly, CPV
-0.8456, 2060-2079, mri_cgcm3, Annual Anomaly, CPV
-0.0905, 2060-2079, noresm1_m, Annual Anomaly, CPV
-0.1136, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CHL
-0.2888, 2060-2079, bcc_csm1_1, Annual Anomaly, CHL
-0.2946, 2060-2079, bnu_esm, Annual Anomaly, CHL
-0.7159, 2060-2079, canesm2, Annual Anomaly, CHL
-0.1865, 2060-2079, ccsm4, Annual Anomaly, CHL
-0.6159, 2060-2079, cesm1_cam5, Annual Anomaly, CHL
-0.0416, 2060-2079, cnrm_cm5, Annual Anomaly, CHL
-0.4977, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CHL
-0.6359, 2060-2079, gfdl_cm3, Annual Anomaly, CHL
-0.2788, 2060-2079, gfdl_esm2g, Annual Anomaly, CHL
-0.2625, 2060-2079, gfdl_esm2m, Annual Anomaly, CHL
-0.7406, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CHL
-1.251, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CHL
-0.2881, 2060-2079, miroc5, Annual Anomaly, CHL
-0.4578, 2060-2079, miroc_esm_chem, Annual Anomaly, CHL
-0.5638, 2060-2079, miroc_esm, Annual Anomaly, CHL
-0.2146, 2060-2079, mpi_esm_mr, Annual Anomaly, CHL
-0.2264, 2060-2079, mri_cgcm3, Annual Anomaly, CHL
-0.4378, 2060-2079, noresm1_m, Annual Anomaly, CHL
-0.1472, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CHN
-0.0736, 2060-2079, bcc_csm1_1, Annual Anomaly, CHN
-0.1205, 2060-2079, bnu_esm, Annual Anomaly, CHN
-0.2688, 2060-2079, canesm2, Annual Anomaly, CHN
-0.152, 2060-2079, ccsm4, Annual Anomaly, CHN
-0.0719, 2060-2079, cesm1_cam5, Annual Anomaly, CHN
-0.1431, 2060-2079, cnrm_cm5, Annual Anomaly, CHN
-0.5532, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CHN
0.11088, 2060-2079, gfdl_cm3, Annual Anomaly, CHN
0.23364, 2060-2079, gfdl_esm2g, Annual Anomaly, CHN
-0.1822, 2060-2079, gfdl_esm2m, Annual Anomaly, CHN
-0.2984, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CHN
-0.622, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CHN
-0.0255, 2060-2079, miroc5, Annual Anomaly, CHN
-0.2517, 2060-2079, miroc_esm_chem, Annual Anomaly, CHN
-0.1714, 2060-2079, miroc_esm, Annual Anomaly, CHN
-0.2639, 2060-2079, mpi_esm_mr, Annual Anomaly, CHN
0.08232, 2060-2079, mri_cgcm3, Annual Anomaly, CHN
-0.0596, 2060-2079, noresm1_m, Annual Anomaly, CHN
-0.0851, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COL
0.34789, 2060-2079, bcc_csm1_1, Annual Anomaly, COL
-0.5332, 2060-2079, bnu_esm, Annual Anomaly, COL
-0.6996, 2060-2079, canesm2, Annual Anomaly, COL
0.33929, 2060-2079, ccsm4, Annual Anomaly, COL
0.05311, 2060-2079, cesm1_cam5, Annual Anomaly, COL
0.12632, 2060-2079, cnrm_cm5, Annual Anomaly, COL
0.03017, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COL
-0.6872, 2060-2079, gfdl_cm3, Annual Anomaly, COL
0.05195, 2060-2079, gfdl_esm2g, Annual Anomaly, COL
-0.0134, 2060-2079, gfdl_esm2m, Annual Anomaly, COL
-0.3349, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COL
-0.2952, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COL
0.44471, 2060-2079, miroc5, Annual Anomaly, COL
0.11799, 2060-2079, miroc_esm_chem, Annual Anomaly, COL
-0.2635, 2060-2079, miroc_esm, Annual Anomaly, COL
0.00258, 2060-2079, mpi_esm_mr, Annual Anomaly, COL
0.37352, 2060-2079, mri_cgcm3, Annual Anomaly, COL
0.22729, 2060-2079, noresm1_m, Annual Anomaly, COL
-0.3572, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COM
-0.1513, 2060-2079, bcc_csm1_1, Annual Anomaly, COM
-0.2965, 2060-2079, bnu_esm, Annual Anomaly, COM
0.55466, 2060-2079, canesm2, Annual Anomaly, COM
-0.1354, 2060-2079, ccsm4, Annual Anomaly, COM
0.846, 2060-2079, cesm1_cam5, Annual Anomaly, COM
0.54587, 2060-2079, cnrm_cm5, Annual Anomaly, COM
-0.1088, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COM
-3.0E-4, 2060-2079, gfdl_cm3, Annual Anomaly, COM
-0.1809, 2060-2079, gfdl_esm2g, Annual Anomaly, COM
0.63324, 2060-2079, gfdl_esm2m, Annual Anomaly, COM
0.24047, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COM
0.24895, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COM
-0.2958, 2060-2079, miroc5, Annual Anomaly, COM
-0.0596, 2060-2079, miroc_esm_chem, Annual Anomaly, COM
0.46844, 2060-2079, miroc_esm, Annual Anomaly, COM
-0.1669, 2060-2079, mpi_esm_mr, Annual Anomaly, COM
0.26541, 2060-2079, mri_cgcm3, Annual Anomaly, COM
-0.2358, 2060-2079, noresm1_m, Annual Anomaly, COM
-0.2871, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COD
-0.2783, 2060-2079, bcc_csm1_1, Annual Anomaly, COD
-0.0742, 2060-2079, bnu_esm, Annual Anomaly, COD
-0.3826, 2060-2079, canesm2, Annual Anomaly, COD
-0.146, 2060-2079, ccsm4, Annual Anomaly, COD
0.32426, 2060-2079, cesm1_cam5, Annual Anomaly, COD
0.38347, 2060-2079, cnrm_cm5, Annual Anomaly, COD
-1.2894, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COD
-0.7698, 2060-2079, gfdl_cm3, Annual Anomaly, COD
-0.2198, 2060-2079, gfdl_esm2g, Annual Anomaly, COD
-0.0746, 2060-2079, gfdl_esm2m, Annual Anomaly, COD
0.14324, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COD
-0.4611, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COD
-0.3687, 2060-2079, miroc5, Annual Anomaly, COD
-0.7747, 2060-2079, miroc_esm_chem, Annual Anomaly, COD
-1.2541, 2060-2079, miroc_esm, Annual Anomaly, COD
-0.4532, 2060-2079, mpi_esm_mr, Annual Anomaly, COD
0.20211, 2060-2079, mri_cgcm3, Annual Anomaly, COD
-0.2473, 2060-2079, noresm1_m, Annual Anomaly, COD
0.19967, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CIV
-0.1098, 2060-2079, bcc_csm1_1, Annual Anomaly, CIV
0.33265, 2060-2079, bnu_esm, Annual Anomaly, CIV
-0.2042, 2060-2079, canesm2, Annual Anomaly, CIV
-0.0561, 2060-2079, ccsm4, Annual Anomaly, CIV
-0.0554, 2060-2079, cesm1_cam5, Annual Anomaly, CIV
0.09671, 2060-2079, cnrm_cm5, Annual Anomaly, CIV
-0.2636, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CIV
-0.019, 2060-2079, gfdl_cm3, Annual Anomaly, CIV
0.35115, 2060-2079, gfdl_esm2g, Annual Anomaly, CIV
0.14546, 2060-2079, gfdl_esm2m, Annual Anomaly, CIV
0.16216, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CIV
-1.3246, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CIV
0.45612, 2060-2079, miroc5, Annual Anomaly, CIV
0.34355, 2060-2079, miroc_esm_chem, Annual Anomaly, CIV
0.93331, 2060-2079, miroc_esm, Annual Anomaly, CIV
-0.4621, 2060-2079, mpi_esm_mr, Annual Anomaly, CIV
-0.4958, 2060-2079, mri_cgcm3, Annual Anomaly, CIV
-0.2528, 2060-2079, noresm1_m, Annual Anomaly, CIV
-0.4236, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HRV
-0.1071, 2060-2079, bcc_csm1_1, Annual Anomaly, HRV
-0.3781, 2060-2079, bnu_esm, Annual Anomaly, HRV
0.15134, 2060-2079, canesm2, Annual Anomaly, HRV
-0.9236, 2060-2079, ccsm4, Annual Anomaly, HRV
0.52999, 2060-2079, cesm1_cam5, Annual Anomaly, HRV
0.02637, 2060-2079, cnrm_cm5, Annual Anomaly, HRV
-0.6571, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HRV
-1.0207, 2060-2079, gfdl_cm3, Annual Anomaly, HRV
0.07312, 2060-2079, gfdl_esm2g, Annual Anomaly, HRV
-0.1868, 2060-2079, gfdl_esm2m, Annual Anomaly, HRV
0.34254, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HRV
0.02517, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HRV
-1.1825, 2060-2079, miroc5, Annual Anomaly, HRV
-0.2756, 2060-2079, miroc_esm_chem, Annual Anomaly, HRV
-0.0448, 2060-2079, miroc_esm, Annual Anomaly, HRV
-0.2666, 2060-2079, mpi_esm_mr, Annual Anomaly, HRV
0.28961, 2060-2079, mri_cgcm3, Annual Anomaly, HRV
-0.347, 2060-2079, noresm1_m, Annual Anomaly, HRV
0.20431, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CZE
-0.1575, 2060-2079, bcc_csm1_1, Annual Anomaly, CZE
-0.1972, 2060-2079, bnu_esm, Annual Anomaly, CZE
0.43834, 2060-2079, canesm2, Annual Anomaly, CZE
-0.4666, 2060-2079, ccsm4, Annual Anomaly, CZE
0.61521, 2060-2079, cesm1_cam5, Annual Anomaly, CZE
0.46614, 2060-2079, cnrm_cm5, Annual Anomaly, CZE
-0.4781, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CZE
-0.4469, 2060-2079, gfdl_cm3, Annual Anomaly, CZE
-0.1495, 2060-2079, gfdl_esm2g, Annual Anomaly, CZE
0.08496, 2060-2079, gfdl_esm2m, Annual Anomaly, CZE
-0.2035, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CZE
-0.4144, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CZE
-1.1035, 2060-2079, miroc5, Annual Anomaly, CZE
0.08088, 2060-2079, miroc_esm_chem, Annual Anomaly, CZE
0.6136, 2060-2079, miroc_esm, Annual Anomaly, CZE
0.01055, 2060-2079, mpi_esm_mr, Annual Anomaly, CZE
0.13651, 2060-2079, mri_cgcm3, Annual Anomaly, CZE
0.30184, 2060-2079, noresm1_m, Annual Anomaly, CZE
-0.0856, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DNK
-0.399, 2060-2079, bcc_csm1_1, Annual Anomaly, DNK
0.08102, 2060-2079, bnu_esm, Annual Anomaly, DNK
-0.1744, 2060-2079, canesm2, Annual Anomaly, DNK
0.15109, 2060-2079, ccsm4, Annual Anomaly, DNK
0.66996, 2060-2079, cesm1_cam5, Annual Anomaly, DNK
0.34047, 2060-2079, cnrm_cm5, Annual Anomaly, DNK
0.7587, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DNK
-0.103, 2060-2079, gfdl_cm3, Annual Anomaly, DNK
-0.2013, 2060-2079, gfdl_esm2g, Annual Anomaly, DNK
1.18292, 2060-2079, gfdl_esm2m, Annual Anomaly, DNK
0.19787, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DNK
-0.2011, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DNK
-0.6125, 2060-2079, miroc5, Annual Anomaly, DNK
1.65851, 2060-2079, miroc_esm_chem, Annual Anomaly, DNK
1.28984, 2060-2079, miroc_esm, Annual Anomaly, DNK
-0.1702, 2060-2079, mpi_esm_mr, Annual Anomaly, DNK
-0.1017, 2060-2079, mri_cgcm3, Annual Anomaly, DNK
0.06833, 2060-2079, noresm1_m, Annual Anomaly, DNK
0.13453, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DJI
-0.3143, 2060-2079, bcc_csm1_1, Annual Anomaly, DJI
0.8972, 2060-2079, bnu_esm, Annual Anomaly, DJI
0.86232, 2060-2079, canesm2, Annual Anomaly, DJI
0.33726, 2060-2079, ccsm4, Annual Anomaly, DJI
0.09271, 2060-2079, cesm1_cam5, Annual Anomaly, DJI
-0.1867, 2060-2079, cnrm_cm5, Annual Anomaly, DJI
-0.7526, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DJI
-0.5086, 2060-2079, gfdl_cm3, Annual Anomaly, DJI
-0.3041, 2060-2079, gfdl_esm2g, Annual Anomaly, DJI
-0.3495, 2060-2079, gfdl_esm2m, Annual Anomaly, DJI
0.32423, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DJI
0.73728, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DJI
0.52459, 2060-2079, miroc5, Annual Anomaly, DJI
0.52616, 2060-2079, miroc_esm_chem, Annual Anomaly, DJI
1.46189, 2060-2079, miroc_esm, Annual Anomaly, DJI
-0.477, 2060-2079, mpi_esm_mr, Annual Anomaly, DJI
-0.102, 2060-2079, mri_cgcm3, Annual Anomaly, DJI
-0.063, 2060-2079, noresm1_m, Annual Anomaly, DJI
-0.1506, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DMA
-0.4973, 2060-2079, bcc_csm1_1, Annual Anomaly, DMA
-0.52, 2060-2079, bnu_esm, Annual Anomaly, DMA
-0.2564, 2060-2079, canesm2, Annual Anomaly, DMA
-0.302, 2060-2079, ccsm4, Annual Anomaly, DMA
-0.2585, 2060-2079, cesm1_cam5, Annual Anomaly, DMA
-0.5487, 2060-2079, cnrm_cm5, Annual Anomaly, DMA
0.91223, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DMA
0.81568, 2060-2079, gfdl_cm3, Annual Anomaly, DMA
-0.2677, 2060-2079, gfdl_esm2g, Annual Anomaly, DMA
-0.1507, 2060-2079, gfdl_esm2m, Annual Anomaly, DMA
-0.2216, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DMA
-0.8864, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DMA
-1.0774, 2060-2079, miroc5, Annual Anomaly, DMA
0.40899, 2060-2079, miroc_esm_chem, Annual Anomaly, DMA
1.3818, 2060-2079, miroc_esm, Annual Anomaly, DMA
-0.6086, 2060-2079, mpi_esm_mr, Annual Anomaly, DMA
0.71931, 2060-2079, mri_cgcm3, Annual Anomaly, DMA
-0.0574, 2060-2079, noresm1_m, Annual Anomaly, DMA
-0.422, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DOM
-0.7893, 2060-2079, bcc_csm1_1, Annual Anomaly, DOM
-0.7189, 2060-2079, bnu_esm, Annual Anomaly, DOM
-0.4065, 2060-2079, canesm2, Annual Anomaly, DOM
-0.3572, 2060-2079, ccsm4, Annual Anomaly, DOM
-0.5542, 2060-2079, cesm1_cam5, Annual Anomaly, DOM
-0.5832, 2060-2079, cnrm_cm5, Annual Anomaly, DOM
0.52169, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DOM
-0.2379, 2060-2079, gfdl_cm3, Annual Anomaly, DOM
0.11006, 2060-2079, gfdl_esm2g, Annual Anomaly, DOM
-0.2175, 2060-2079, gfdl_esm2m, Annual Anomaly, DOM
-0.4967, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DOM
-2.1558, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DOM
-0.3513, 2060-2079, miroc5, Annual Anomaly, DOM
-0.3142, 2060-2079, miroc_esm_chem, Annual Anomaly, DOM
0.35306, 2060-2079, miroc_esm, Annual Anomaly, DOM
-0.3776, 2060-2079, mpi_esm_mr, Annual Anomaly, DOM
0.01185, 2060-2079, mri_cgcm3, Annual Anomaly, DOM
-0.6774, 2060-2079, noresm1_m, Annual Anomaly, DOM
0.41172, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ECU
-0.1316, 2060-2079, bcc_csm1_1, Annual Anomaly, ECU
-0.8335, 2060-2079, bnu_esm, Annual Anomaly, ECU
-0.3003, 2060-2079, canesm2, Annual Anomaly, ECU
-0.0248, 2060-2079, ccsm4, Annual Anomaly, ECU
0.07351, 2060-2079, cesm1_cam5, Annual Anomaly, ECU
-0.1205, 2060-2079, cnrm_cm5, Annual Anomaly, ECU
0.64925, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ECU
-0.9174, 2060-2079, gfdl_cm3, Annual Anomaly, ECU
0.39408, 2060-2079, gfdl_esm2g, Annual Anomaly, ECU
0.0122, 2060-2079, gfdl_esm2m, Annual Anomaly, ECU
-0.9269, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ECU
-0.2134, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ECU
0.37091, 2060-2079, miroc5, Annual Anomaly, ECU
-1.4126, 2060-2079, miroc_esm_chem, Annual Anomaly, ECU
-1.7092, 2060-2079, miroc_esm, Annual Anomaly, ECU
0.73506, 2060-2079, mpi_esm_mr, Annual Anomaly, ECU
0.55568, 2060-2079, mri_cgcm3, Annual Anomaly, ECU
0.95438, 2060-2079, noresm1_m, Annual Anomaly, ECU
-1.5348, 2060-2079, bcc_csm1_1_m, Annual Anomaly, EGY
-1.2543, 2060-2079, bcc_csm1_1, Annual Anomaly, EGY
0.28543, 2060-2079, bnu_esm, Annual Anomaly, EGY
-1.5409, 2060-2079, canesm2, Annual Anomaly, EGY
-0.8753, 2060-2079, ccsm4, Annual Anomaly, EGY
-0.8831, 2060-2079, cesm1_cam5, Annual Anomaly, EGY
-0.9573, 2060-2079, cnrm_cm5, Annual Anomaly, EGY
-1.0073, 2060-2079, csiro_mk3_6_0, Annual Anomaly, EGY
-1.3961, 2060-2079, gfdl_cm3, Annual Anomaly, EGY
-1.1329, 2060-2079, gfdl_esm2g, Annual Anomaly, EGY
-0.6997, 2060-2079, gfdl_esm2m, Annual Anomaly, EGY
-1.8223, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, EGY
-1.4629, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, EGY
-1.4579, 2060-2079, miroc5, Annual Anomaly, EGY
-1.1021, 2060-2079, miroc_esm_chem, Annual Anomaly, EGY
-0.6586, 2060-2079, miroc_esm, Annual Anomaly, EGY
-0.8613, 2060-2079, mpi_esm_mr, Annual Anomaly, EGY
-1.0477, 2060-2079, mri_cgcm3, Annual Anomaly, EGY
-1.5463, 2060-2079, noresm1_m, Annual Anomaly, EGY
-0.1309, 2060-2079, bcc_csm1_1_m, Annual Anomaly, GNQ
-0.0641, 2060-2079, bcc_csm1_1, Annual Anomaly, GNQ
0.02042, 2060-2079, bnu_esm, Annual Anomaly, GNQ
-0.4767, 2060-2079, canesm2, Annual Anomaly, GNQ
0.64111, 2060-2079, ccsm4, Annual Anomaly, GNQ
0.63173, 2060-2079, cesm1_cam5, Annual Anomaly, GNQ
0.67391, 2060-2079, cnrm_cm5, Annual Anomaly, GNQ
0.30313, 2060-2079, csiro_mk3_6_0, Annual Anomaly, GNQ
-0.0855, 2060-2079, gfdl_cm3, Annual Anomaly, GNQ
0.53696, 2060-2079, gfdl_esm2g, Annual Anomaly, GNQ
0.13251, 2060-2079, gfdl_esm2m, Annual Anomaly, GNQ
0.68288, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, GNQ
1.13333, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, GNQ
0.51982, 2060-2079, miroc5, Annual Anomaly, GNQ
-1.2031, 2060-2079, miroc_esm_chem, Annual Anomaly, GNQ
-1.1246, 2060-2079, miroc_esm, Annual Anomaly, GNQ
0.17282, 2060-2079, mpi_esm_mr, Annual Anomaly, GNQ
0.51229, 2060-2079, mri_cgcm3, Annual Anomaly, GNQ
0.72821, 2060-2079, noresm1_m, Annual Anomaly, GNQ
-0.0255, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ERI
-0.8284, 2060-2079, bcc_csm1_1, Annual Anomaly, ERI
1.17975, 2060-2079, bnu_esm, Annual Anomaly, ERI
0.08067, 2060-2079, canesm2, Annual Anomaly, ERI
-0.24, 2060-2079, ccsm4, Annual Anomaly, ERI
-0.3756, 2060-2079, cesm1_cam5, Annual Anomaly, ERI
-0.0089, 2060-2079, cnrm_cm5, Annual Anomaly, ERI
-1.056, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ERI
-0.7879, 2060-2079, gfdl_cm3, Annual Anomaly, ERI
0.02932, 2060-2079, gfdl_esm2g, Annual Anomaly, ERI
-0.7368, 2060-2079, gfdl_esm2m, Annual Anomaly, ERI
-1.2329, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ERI
-0.3966, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ERI
0.73679, 2060-2079, miroc5, Annual Anomaly, ERI
0.58439, 2060-2079, miroc_esm_chem, Annual Anomaly, ERI
1.1922, 2060-2079, miroc_esm, Annual Anomaly, ERI
-0.8887, 2060-2079, mpi_esm_mr, Annual Anomaly, ERI
-0.5014, 2060-2079, mri_cgcm3, Annual Anomaly, ERI
-0.0667, 2060-2079, noresm1_m, Annual Anomaly, ERI
0.0082, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ETH
-0.2856, 2060-2079, bcc_csm1_1, Annual Anomaly, ETH
1.36074, 2060-2079, bnu_esm, Annual Anomaly, ETH
0.8286, 2060-2079, canesm2, Annual Anomaly, ETH
0.18548, 2060-2079, ccsm4, Annual Anomaly, ETH
0.08235, 2060-2079, cesm1_cam5, Annual Anomaly, ETH
0.00554, 2060-2079, cnrm_cm5, Annual Anomaly, ETH
-0.6106, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ETH
0.01094, 2060-2079, gfdl_cm3, Annual Anomaly, ETH
0.10919, 2060-2079, gfdl_esm2g, Annual Anomaly, ETH
0.27175, 2060-2079, gfdl_esm2m, Annual Anomaly, ETH
0.53825, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ETH
0.35082, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ETH
-0.196, 2060-2079, miroc5, Annual Anomaly, ETH
0.19337, 2060-2079, miroc_esm_chem, Annual Anomaly, ETH
0.36451, 2060-2079, miroc_esm, Annual Anomaly, ETH
-0.2868, 2060-2079, mpi_esm_mr, Annual Anomaly, ETH
0.06158, 2060-2079, mri_cgcm3, Annual Anomaly, ETH
-0.1199, 2060-2079, noresm1_m, Annual Anomaly, ETH
0.29009, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FSM
0.68915, 2060-2079, bcc_csm1_1, Annual Anomaly, FSM
0.29577, 2060-2079, bnu_esm, Annual Anomaly, FSM
0.05673, 2060-2079, canesm2, Annual Anomaly, FSM
-0.1396, 2060-2079, ccsm4, Annual Anomaly, FSM
0.01514, 2060-2079, cesm1_cam5, Annual Anomaly, FSM
0.0853, 2060-2079, cnrm_cm5, Annual Anomaly, FSM
0.71459, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FSM
-0.339, 2060-2079, gfdl_cm3, Annual Anomaly, FSM
-0.2062, 2060-2079, gfdl_esm2g, Annual Anomaly, FSM
0.4965, 2060-2079, gfdl_esm2m, Annual Anomaly, FSM
0.20752, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FSM
0.29871, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FSM
0.04544, 2060-2079, miroc5, Annual Anomaly, FSM
0.24591, 2060-2079, miroc_esm_chem, Annual Anomaly, FSM
1.0091, 2060-2079, miroc_esm, Annual Anomaly, FSM
0.13427, 2060-2079, mpi_esm_mr, Annual Anomaly, FSM
0.17912, 2060-2079, mri_cgcm3, Annual Anomaly, FSM
0.32324, 2060-2079, noresm1_m, Annual Anomaly, FSM
-0.2569, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FJI
0.09591, 2060-2079, bcc_csm1_1, Annual Anomaly, FJI
0.27692, 2060-2079, bnu_esm, Annual Anomaly, FJI
-0.1128, 2060-2079, canesm2, Annual Anomaly, FJI
-0.0642, 2060-2079, ccsm4, Annual Anomaly, FJI
-0.0564, 2060-2079, cesm1_cam5, Annual Anomaly, FJI
-0.0634, 2060-2079, cnrm_cm5, Annual Anomaly, FJI
-0.576, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FJI
-0.7532, 2060-2079, gfdl_cm3, Annual Anomaly, FJI
0.84904, 2060-2079, gfdl_esm2g, Annual Anomaly, FJI
0.40502, 2060-2079, gfdl_esm2m, Annual Anomaly, FJI
0.16318, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FJI
-0.3096, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FJI
0.03203, 2060-2079, miroc5, Annual Anomaly, FJI
-1.5973, 2060-2079, miroc_esm, Annual Anomaly, FJI
0.13568, 2060-2079, mpi_esm_mr, Annual Anomaly, FJI
-0.2314, 2060-2079, mri_cgcm3, Annual Anomaly, FJI
0.11385, 2060-2079, noresm1_m, Annual Anomaly, FJI
1.0349, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FIN
-0.034, 2060-2079, bcc_csm1_1, Annual Anomaly, FIN
-0.4997, 2060-2079, bnu_esm, Annual Anomaly, FIN
0.49089, 2060-2079, canesm2, Annual Anomaly, FIN
0.10545, 2060-2079, ccsm4, Annual Anomaly, FIN
-0.4222, 2060-2079, cesm1_cam5, Annual Anomaly, FIN
0.39107, 2060-2079, cnrm_cm5, Annual Anomaly, FIN
0.6361, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FIN
0.31137, 2060-2079, gfdl_cm3, Annual Anomaly, FIN
0.03478, 2060-2079, gfdl_esm2g, Annual Anomaly, FIN
0.82821, 2060-2079, gfdl_esm2m, Annual Anomaly, FIN
-0.3125, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FIN
-0.2069, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FIN
-0.4599, 2060-2079, miroc5, Annual Anomaly, FIN
0.49969, 2060-2079, miroc_esm_chem, Annual Anomaly, FIN
0.00801, 2060-2079, miroc_esm, Annual Anomaly, FIN
0.32489, 2060-2079, mpi_esm_mr, Annual Anomaly, FIN
0.73941, 2060-2079, mri_cgcm3, Annual Anomaly, FIN
-0.5228, 2060-2079, noresm1_m, Annual Anomaly, FIN
-0.3513, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FRA
-0.1732, 2060-2079, bcc_csm1_1, Annual Anomaly, FRA
-0.108, 2060-2079, bnu_esm, Annual Anomaly, FRA
-0.198, 2060-2079, canesm2, Annual Anomaly, FRA
-0.8399, 2060-2079, ccsm4, Annual Anomaly, FRA
0.32897, 2060-2079, cesm1_cam5, Annual Anomaly, FRA
0.02519, 2060-2079, cnrm_cm5, Annual Anomaly, FRA
-0.5622, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FRA
