Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.0646, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KGZ
-0.4667, 2060-2079, miroc5, Annual Anomaly, KGZ
-0.6695, 2060-2079, miroc_esm_chem, Annual Anomaly, KGZ
0.4975, 2060-2079, miroc_esm, Annual Anomaly, KGZ
-0.117, 2060-2079, mpi_esm_mr, Annual Anomaly, KGZ
0.16472, 2060-2079, mri_cgcm3, Annual Anomaly, KGZ
-0.8025, 2060-2079, noresm1_m, Annual Anomaly, KGZ
0.08578, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LAO
-0.0411, 2060-2079, bcc_csm1_1, Annual Anomaly, LAO
0.11623, 2060-2079, bnu_esm, Annual Anomaly, LAO
-0.2827, 2060-2079, canesm2, Annual Anomaly, LAO
0.0167, 2060-2079, ccsm4, Annual Anomaly, LAO
-0.0404, 2060-2079, cesm1_cam5, Annual Anomaly, LAO
0.32745, 2060-2079, cnrm_cm5, Annual Anomaly, LAO
-0.2122, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LAO
0.41925, 2060-2079, gfdl_cm3, Annual Anomaly, LAO
0.5653, 2060-2079, gfdl_esm2g, Annual Anomaly, LAO
0.06501, 2060-2079, gfdl_esm2m, Annual Anomaly, LAO
-0.608, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LAO
0.01766, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LAO
0.27011, 2060-2079, miroc5, Annual Anomaly, LAO
0.00654, 2060-2079, miroc_esm_chem, Annual Anomaly, LAO
0.06073, 2060-2079, miroc_esm, Annual Anomaly, LAO
-0.3961, 2060-2079, mpi_esm_mr, Annual Anomaly, LAO
0.21574, 2060-2079, mri_cgcm3, Annual Anomaly, LAO
0.32288, 2060-2079, noresm1_m, Annual Anomaly, LAO
0.50969, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LVA
-0.185, 2060-2079, bcc_csm1_1, Annual Anomaly, LVA
-0.5374, 2060-2079, bnu_esm, Annual Anomaly, LVA
0.44922, 2060-2079, canesm2, Annual Anomaly, LVA
-0.3352, 2060-2079, ccsm4, Annual Anomaly, LVA
0.70549, 2060-2079, cesm1_cam5, Annual Anomaly, LVA
0.32096, 2060-2079, cnrm_cm5, Annual Anomaly, LVA
0.34155, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LVA
0.16305, 2060-2079, gfdl_cm3, Annual Anomaly, LVA
-0.129, 2060-2079, gfdl_esm2g, Annual Anomaly, LVA
0.7613, 2060-2079, gfdl_esm2m, Annual Anomaly, LVA
-0.5745, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LVA
-0.2845, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LVA
-1.6207, 2060-2079, miroc5, Annual Anomaly, LVA
0.83514, 2060-2079, miroc_esm_chem, Annual Anomaly, LVA
0.57487, 2060-2079, miroc_esm, Annual Anomaly, LVA
0.25405, 2060-2079, mpi_esm_mr, Annual Anomaly, LVA
0.2969, 2060-2079, mri_cgcm3, Annual Anomaly, LVA
0.17775, 2060-2079, noresm1_m, Annual Anomaly, LVA
0.057, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LBR
-0.1206, 2060-2079, bcc_csm1_1, Annual Anomaly, LBR
0.48398, 2060-2079, bnu_esm, Annual Anomaly, LBR
-0.139, 2060-2079, canesm2, Annual Anomaly, LBR
-0.0908, 2060-2079, ccsm4, Annual Anomaly, LBR
0.09622, 2060-2079, cesm1_cam5, Annual Anomaly, LBR
0.21289, 2060-2079, cnrm_cm5, Annual Anomaly, LBR
-0.1253, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LBR
-0.2627, 2060-2079, gfdl_cm3, Annual Anomaly, LBR
0.58347, 2060-2079, gfdl_esm2g, Annual Anomaly, LBR
-0.1468, 2060-2079, gfdl_esm2m, Annual Anomaly, LBR
0.03855, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LBR
-0.551, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LBR
0.15744, 2060-2079, miroc5, Annual Anomaly, LBR
-0.998, 2060-2079, miroc_esm_chem, Annual Anomaly, LBR
-0.5972, 2060-2079, miroc_esm, Annual Anomaly, LBR
-0.0626, 2060-2079, mpi_esm_mr, Annual Anomaly, LBR
-1.1279, 2060-2079, mri_cgcm3, Annual Anomaly, LBR
-0.1481, 2060-2079, noresm1_m, Annual Anomaly, LBR
-1.4658, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LBY
-1.2191, 2060-2079, bcc_csm1_1, Annual Anomaly, LBY
-0.4918, 2060-2079, bnu_esm, Annual Anomaly, LBY
-1.5472, 2060-2079, canesm2, Annual Anomaly, LBY
-0.9558, 2060-2079, ccsm4, Annual Anomaly, LBY
-1.2543, 2060-2079, cesm1_cam5, Annual Anomaly, LBY
-0.6184, 2060-2079, cnrm_cm5, Annual Anomaly, LBY
-0.6556, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LBY
-1.4182, 2060-2079, gfdl_cm3, Annual Anomaly, LBY
-0.8048, 2060-2079, gfdl_esm2g, Annual Anomaly, LBY
-0.6887, 2060-2079, gfdl_esm2m, Annual Anomaly, LBY
-1.5271, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LBY
-1.492, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LBY
-1.2826, 2060-2079, miroc5, Annual Anomaly, LBY
-1.3818, 2060-2079, miroc_esm_chem, Annual Anomaly, LBY
-0.6627, 2060-2079, miroc_esm, Annual Anomaly, LBY
-1.0205, 2060-2079, mpi_esm_mr, Annual Anomaly, LBY
-1.4455, 2060-2079, mri_cgcm3, Annual Anomaly, LBY
-1.3443, 2060-2079, noresm1_m, Annual Anomaly, LBY
0.10705, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LIE
-0.0611, 2060-2079, bcc_csm1_1, Annual Anomaly, LIE
-0.4132, 2060-2079, bnu_esm, Annual Anomaly, LIE
0.02423, 2060-2079, canesm2, Annual Anomaly, LIE
-0.4471, 2060-2079, ccsm4, Annual Anomaly, LIE
0.30567, 2060-2079, cesm1_cam5, Annual Anomaly, LIE
0.66601, 2060-2079, cnrm_cm5, Annual Anomaly, LIE
-0.7539, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LIE
-0.9564, 2060-2079, gfdl_cm3, Annual Anomaly, LIE
-0.0882, 2060-2079, gfdl_esm2g, Annual Anomaly, LIE
0.30141, 2060-2079, gfdl_esm2m, Annual Anomaly, LIE
0.1028, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LIE
-0.6531, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LIE
-0.0022, 2060-2079, miroc5, Annual Anomaly, LIE
1.1839, 2060-2079, miroc_esm_chem, Annual Anomaly, LIE
0.2738, 2060-2079, miroc_esm, Annual Anomaly, LIE
-0.1804, 2060-2079, mpi_esm_mr, Annual Anomaly, LIE
0.56122, 2060-2079, mri_cgcm3, Annual Anomaly, LIE
0.13412, 2060-2079, noresm1_m, Annual Anomaly, LIE
0.52199, 2060-2079, bcc_csm1_1_m, Annual Anomaly, LTU
-0.2622, 2060-2079, bcc_csm1_1, Annual Anomaly, LTU
-0.3873, 2060-2079, bnu_esm, Annual Anomaly, LTU
0.43373, 2060-2079, canesm2, Annual Anomaly, LTU
-0.4552, 2060-2079, ccsm4, Annual Anomaly, LTU
0.57578, 2060-2079, cesm1_cam5, Annual Anomaly, LTU
0.45536, 2060-2079, cnrm_cm5, Annual Anomaly, LTU
0.32048, 2060-2079, csiro_mk3_6_0, Annual Anomaly, LTU
-0.0421, 2060-2079, gfdl_cm3, Annual Anomaly, LTU
-0.1883, 2060-2079, gfdl_esm2g, Annual Anomaly, LTU
0.73601, 2060-2079, gfdl_esm2m, Annual Anomaly, LTU
-0.4473, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, LTU
0.00347, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, LTU
-1.5566, 2060-2079, miroc5, Annual Anomaly, LTU
0.66207, 2060-2079, miroc_esm_chem, Annual Anomaly, LTU
0.62706, 2060-2079, miroc_esm, Annual Anomaly, LTU
0.04032, 2060-2079, mpi_esm_mr, Annual Anomaly, LTU
0.15941, 2060-2079, mri_cgcm3, Annual Anomaly, LTU
0.27868, 2060-2079, noresm1_m, Annual Anomaly, LTU
-0.32, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MWI
-0.1152, 2060-2079, bcc_csm1_1, Annual Anomaly, MWI
-0.2527, 2060-2079, bnu_esm, Annual Anomaly, MWI
-0.8791, 2060-2079, canesm2, Annual Anomaly, MWI
-0.2989, 2060-2079, ccsm4, Annual Anomaly, MWI
0.18498, 2060-2079, cesm1_cam5, Annual Anomaly, MWI
0.62541, 2060-2079, cnrm_cm5, Annual Anomaly, MWI
-0.7565, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MWI
-0.1284, 2060-2079, gfdl_cm3, Annual Anomaly, MWI
-0.1625, 2060-2079, gfdl_esm2g, Annual Anomaly, MWI
-0.4373, 2060-2079, gfdl_esm2m, Annual Anomaly, MWI
0.03012, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MWI
0.08473, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MWI
-0.4666, 2060-2079, miroc5, Annual Anomaly, MWI
-0.5099, 2060-2079, miroc_esm_chem, Annual Anomaly, MWI
-0.4092, 2060-2079, miroc_esm, Annual Anomaly, MWI
-0.7589, 2060-2079, mpi_esm_mr, Annual Anomaly, MWI
-0.5035, 2060-2079, mri_cgcm3, Annual Anomaly, MWI
-0.3092, 2060-2079, noresm1_m, Annual Anomaly, MWI
-0.0887, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MLT
0.47312, 2060-2079, bcc_csm1_1, Annual Anomaly, MLT
-0.3612, 2060-2079, bnu_esm, Annual Anomaly, MLT
0.18777, 2060-2079, canesm2, Annual Anomaly, MLT
-0.0778, 2060-2079, ccsm4, Annual Anomaly, MLT
0.14726, 2060-2079, cesm1_cam5, Annual Anomaly, MLT
0.80574, 2060-2079, cnrm_cm5, Annual Anomaly, MLT
-0.9152, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MLT
-0.5101, 2060-2079, gfdl_cm3, Annual Anomaly, MLT
-0.0114, 2060-2079, gfdl_esm2g, Annual Anomaly, MLT
-0.5528, 2060-2079, gfdl_esm2m, Annual Anomaly, MLT
-0.3679, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MLT
-0.5174, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MLT
-0.5301, 2060-2079, miroc5, Annual Anomaly, MLT
-0.1376, 2060-2079, miroc_esm_chem, Annual Anomaly, MLT
-0.0816, 2060-2079, miroc_esm, Annual Anomaly, MLT
0.34629, 2060-2079, mpi_esm_mr, Annual Anomaly, MLT
-0.3138, 2060-2079, mri_cgcm3, Annual Anomaly, MLT
-0.0621, 2060-2079, noresm1_m, Annual Anomaly, MLT
-1.164, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MRT
-1.2178, 2060-2079, bcc_csm1_1, Annual Anomaly, MRT
-0.3167, 2060-2079, bnu_esm, Annual Anomaly, MRT
-1.8389, 2060-2079, canesm2, Annual Anomaly, MRT
-0.4156, 2060-2079, ccsm4, Annual Anomaly, MRT
-0.3951, 2060-2079, cesm1_cam5, Annual Anomaly, MRT
-0.297, 2060-2079, cnrm_cm5, Annual Anomaly, MRT
-0.8639, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MRT
-1.418, 2060-2079, gfdl_cm3, Annual Anomaly, MRT
0.52797, 2060-2079, gfdl_esm2g, Annual Anomaly, MRT
0.10174, 2060-2079, gfdl_esm2m, Annual Anomaly, MRT
-1.2553, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MRT
-1.8436, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MRT
-0.9864, 2060-2079, miroc5, Annual Anomaly, MRT
-0.318, 2060-2079, miroc_esm_chem, Annual Anomaly, MRT
0.21836, 2060-2079, miroc_esm, Annual Anomaly, MRT
-1.374, 2060-2079, mpi_esm_mr, Annual Anomaly, MRT
-1.3722, 2060-2079, mri_cgcm3, Annual Anomaly, MRT
-0.7912, 2060-2079, noresm1_m, Annual Anomaly, MRT
-0.6084, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MUS
-0.232, 2060-2079, bcc_csm1_1, Annual Anomaly, MUS
-0.1378, 2060-2079, bnu_esm, Annual Anomaly, MUS
0.30384, 2060-2079, canesm2, Annual Anomaly, MUS
0.05495, 2060-2079, ccsm4, Annual Anomaly, MUS
0.02918, 2060-2079, cesm1_cam5, Annual Anomaly, MUS
0.18996, 2060-2079, cnrm_cm5, Annual Anomaly, MUS
0.3917, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MUS
-0.048, 2060-2079, gfdl_cm3, Annual Anomaly, MUS
-0.4945, 2060-2079, gfdl_esm2g, Annual Anomaly, MUS
-0.2277, 2060-2079, gfdl_esm2m, Annual Anomaly, MUS
-0.47, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MUS
0.0735, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MUS
-0.4202, 2060-2079, miroc5, Annual Anomaly, MUS
-0.191, 2060-2079, miroc_esm_chem, Annual Anomaly, MUS
0.41236, 2060-2079, miroc_esm, Annual Anomaly, MUS
0.07203, 2060-2079, mpi_esm_mr, Annual Anomaly, MUS
-0.3525, 2060-2079, mri_cgcm3, Annual Anomaly, MUS
-0.2198, 2060-2079, noresm1_m, Annual Anomaly, MUS
-0.2738, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MEX
0.00411, 2060-2079, bcc_csm1_1, Annual Anomaly, MEX
-0.408, 2060-2079, bnu_esm, Annual Anomaly, MEX
-1.3058, 2060-2079, canesm2, Annual Anomaly, MEX
-0.1809, 2060-2079, ccsm4, Annual Anomaly, MEX
-0.3936, 2060-2079, cesm1_cam5, Annual Anomaly, MEX
0.19968, 2060-2079, cnrm_cm5, Annual Anomaly, MEX
-0.6074, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MEX
-0.7384, 2060-2079, gfdl_cm3, Annual Anomaly, MEX
-0.5388, 2060-2079, gfdl_esm2g, Annual Anomaly, MEX
-0.1453, 2060-2079, gfdl_esm2m, Annual Anomaly, MEX
-0.8146, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MEX
-1.3107, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MEX
-0.2874, 2060-2079, miroc5, Annual Anomaly, MEX
-0.5106, 2060-2079, miroc_esm_chem, Annual Anomaly, MEX
-0.1553, 2060-2079, miroc_esm, Annual Anomaly, MEX
-0.1364, 2060-2079, mpi_esm_mr, Annual Anomaly, MEX
-0.6465, 2060-2079, mri_cgcm3, Annual Anomaly, MEX
-0.761, 2060-2079, noresm1_m, Annual Anomaly, MEX
-0.2, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MDA
-0.2955, 2060-2079, bcc_csm1_1, Annual Anomaly, MDA
-0.6347, 2060-2079, bnu_esm, Annual Anomaly, MDA
0.29107, 2060-2079, canesm2, Annual Anomaly, MDA
-0.4517, 2060-2079, ccsm4, Annual Anomaly, MDA
-0.1365, 2060-2079, cesm1_cam5, Annual Anomaly, MDA
0.13776, 2060-2079, cnrm_cm5, Annual Anomaly, MDA
-0.602, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MDA
-0.7721, 2060-2079, gfdl_cm3, Annual Anomaly, MDA
0.14044, 2060-2079, gfdl_esm2g, Annual Anomaly, MDA
-0.412, 2060-2079, gfdl_esm2m, Annual Anomaly, MDA
0.03066, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MDA
-0.5375, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MDA
-1.6218, 2060-2079, miroc5, Annual Anomaly, MDA
-1.155, 2060-2079, miroc_esm_chem, Annual Anomaly, MDA
-0.546, 2060-2079, miroc_esm, Annual Anomaly, MDA
-0.1742, 2060-2079, mpi_esm_mr, Annual Anomaly, MDA
-0.2025, 2060-2079, mri_cgcm3, Annual Anomaly, MDA
-0.2337, 2060-2079, noresm1_m, Annual Anomaly, MDA
-0.627, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MCO
0.1448, 2060-2079, bcc_csm1_1, Annual Anomaly, MCO
-0.2831, 2060-2079, bnu_esm, Annual Anomaly, MCO
0.00157, 2060-2079, canesm2, Annual Anomaly, MCO
-0.6792, 2060-2079, ccsm4, Annual Anomaly, MCO
0.38158, 2060-2079, cesm1_cam5, Annual Anomaly, MCO
0.72667, 2060-2079, cnrm_cm5, Annual Anomaly, MCO
-0.7032, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MCO
-1.2724, 2060-2079, gfdl_cm3, Annual Anomaly, MCO
0.13783, 2060-2079, gfdl_esm2g, Annual Anomaly, MCO
0.09247, 2060-2079, gfdl_esm2m, Annual Anomaly, MCO
0.18252, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MCO
-0.1624, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MCO
-9.0E-4, 2060-2079, miroc5, Annual Anomaly, MCO
0.44892, 2060-2079, miroc_esm_chem, Annual Anomaly, MCO
-0.4865, 2060-2079, miroc_esm, Annual Anomaly, MCO
-0.4978, 2060-2079, mpi_esm_mr, Annual Anomaly, MCO
0.06923, 2060-2079, mri_cgcm3, Annual Anomaly, MCO
-0.0053, 2060-2079, noresm1_m, Annual Anomaly, MCO
-0.628, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MNG
-0.0499, 2060-2079, bcc_csm1_1, Annual Anomaly, MNG
-0.8275, 2060-2079, bnu_esm, Annual Anomaly, MNG
0.06576, 2060-2079, canesm2, Annual Anomaly, MNG
-0.4899, 2060-2079, ccsm4, Annual Anomaly, MNG
-0.2995, 2060-2079, cesm1_cam5, Annual Anomaly, MNG
0.20951, 2060-2079, cnrm_cm5, Annual Anomaly, MNG
-0.9316, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MNG
-0.4566, 2060-2079, gfdl_cm3, Annual Anomaly, MNG
0.20054, 2060-2079, gfdl_esm2g, Annual Anomaly, MNG
-0.2518, 2060-2079, gfdl_esm2m, Annual Anomaly, MNG
-0.4538, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MNG
-1.1237, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MNG
-0.6736, 2060-2079, miroc5, Annual Anomaly, MNG
-0.1977, 2060-2079, miroc_esm_chem, Annual Anomaly, MNG
-0.5323, 2060-2079, miroc_esm, Annual Anomaly, MNG
-0.7794, 2060-2079, mpi_esm_mr, Annual Anomaly, MNG
0.19104, 2060-2079, mri_cgcm3, Annual Anomaly, MNG
-0.1668, 2060-2079, noresm1_m, Annual Anomaly, MNG
-1.2951, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MAR
-0.9015, 2060-2079, bcc_csm1_1, Annual Anomaly, MAR
-0.9735, 2060-2079, bnu_esm, Annual Anomaly, MAR
-1.1617, 2060-2079, canesm2, Annual Anomaly, MAR
-0.6996, 2060-2079, ccsm4, Annual Anomaly, MAR
-0.5878, 2060-2079, cesm1_cam5, Annual Anomaly, MAR
-0.186, 2060-2079, cnrm_cm5, Annual Anomaly, MAR
-1.3719, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MAR
-1.8833, 2060-2079, gfdl_cm3, Annual Anomaly, MAR
-0.003, 2060-2079, gfdl_esm2g, Annual Anomaly, MAR
-0.7757, 2060-2079, gfdl_esm2m, Annual Anomaly, MAR
-2.2015, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MAR
-1.9987, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MAR
-0.9731, 2060-2079, miroc5, Annual Anomaly, MAR
-1.4443, 2060-2079, miroc_esm_chem, Annual Anomaly, MAR
-1.518, 2060-2079, miroc_esm, Annual Anomaly, MAR
-0.8189, 2060-2079, mpi_esm_mr, Annual Anomaly, MAR
-0.4984, 2060-2079, mri_cgcm3, Annual Anomaly, MAR
-1.233, 2060-2079, noresm1_m, Annual Anomaly, MAR
0.22654, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MMR
0.12945, 2060-2079, bcc_csm1_1, Annual Anomaly, MMR
-0.0278, 2060-2079, bnu_esm, Annual Anomaly, MMR
-0.1991, 2060-2079, canesm2, Annual Anomaly, MMR
0.19499, 2060-2079, ccsm4, Annual Anomaly, MMR
0.27691, 2060-2079, cesm1_cam5, Annual Anomaly, MMR
0.11032, 2060-2079, cnrm_cm5, Annual Anomaly, MMR
0.04712, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MMR
0.54054, 2060-2079, gfdl_cm3, Annual Anomaly, MMR
0.85016, 2060-2079, gfdl_esm2g, Annual Anomaly, MMR
0.42541, 2060-2079, gfdl_esm2m, Annual Anomaly, MMR
-0.7274, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MMR
-0.3508, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MMR
0.34654, 2060-2079, miroc5, Annual Anomaly, MMR
0.08689, 2060-2079, miroc_esm_chem, Annual Anomaly, MMR
0.13553, 2060-2079, miroc_esm, Annual Anomaly, MMR
-0.008, 2060-2079, mpi_esm_mr, Annual Anomaly, MMR
0.03103, 2060-2079, mri_cgcm3, Annual Anomaly, MMR
0.38215, 2060-2079, noresm1_m, Annual Anomaly, MMR
0.26081, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NZL
0.16008, 2060-2079, bcc_csm1_1, Annual Anomaly, NZL
-0.6154, 2060-2079, bnu_esm, Annual Anomaly, NZL
0.11759, 2060-2079, canesm2, Annual Anomaly, NZL
-0.1271, 2060-2079, ccsm4, Annual Anomaly, NZL
0.08396, 2060-2079, cesm1_cam5, Annual Anomaly, NZL
0.0429, 2060-2079, cnrm_cm5, Annual Anomaly, NZL
0.16273, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NZL
0.69543, 2060-2079, gfdl_cm3, Annual Anomaly, NZL
0.01768, 2060-2079, gfdl_esm2g, Annual Anomaly, NZL
-0.029, 2060-2079, gfdl_esm2m, Annual Anomaly, NZL
-2.0E-4, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NZL
-0.2735, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NZL
-0.1107, 2060-2079, miroc5, Annual Anomaly, NZL
0.42904, 2060-2079, miroc_esm_chem, Annual Anomaly, NZL
0.22882, 2060-2079, miroc_esm, Annual Anomaly, NZL
0.20931, 2060-2079, mpi_esm_mr, Annual Anomaly, NZL
0.31314, 2060-2079, mri_cgcm3, Annual Anomaly, NZL
0.02873, 2060-2079, noresm1_m, Annual Anomaly, NZL
-0.8982, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NER
-1.0682, 2060-2079, bcc_csm1_1, Annual Anomaly, NER
0.63038, 2060-2079, bnu_esm, Annual Anomaly, NER
-0.7985, 2060-2079, canesm2, Annual Anomaly, NER
-0.3733, 2060-2079, ccsm4, Annual Anomaly, NER
-1.2019, 2060-2079, cesm1_cam5, Annual Anomaly, NER
-0.1473, 2060-2079, cnrm_cm5, Annual Anomaly, NER
-0.3667, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NER
-0.8074, 2060-2079, gfdl_cm3, Annual Anomaly, NER
-0.2232, 2060-2079, gfdl_esm2g, Annual Anomaly, NER
-0.5395, 2060-2079, gfdl_esm2m, Annual Anomaly, NER
-0.5117, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NER
-1.4475, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NER
-0.4615, 2060-2079, miroc5, Annual Anomaly, NER
0.16745, 2060-2079, miroc_esm_chem, Annual Anomaly, NER
0.98364, 2060-2079, miroc_esm, Annual Anomaly, NER
-1.4549, 2060-2079, mpi_esm_mr, Annual Anomaly, NER
-1.3204, 2060-2079, mri_cgcm3, Annual Anomaly, NER
-0.4119, 2060-2079, noresm1_m, Annual Anomaly, NER
0.20124, 2060-2079, bcc_csm1_1_m, Annual Anomaly, PNG
0.45182, 2060-2079, bcc_csm1_1, Annual Anomaly, PNG
-0.0256, 2060-2079, bnu_esm, Annual Anomaly, PNG
-0.1377, 2060-2079, canesm2, Annual Anomaly, PNG
0.38304, 2060-2079, ccsm4, Annual Anomaly, PNG
0.25494, 2060-2079, cesm1_cam5, Annual Anomaly, PNG
-0.1698, 2060-2079, cnrm_cm5, Annual Anomaly, PNG
-0.3095, 2060-2079, csiro_mk3_6_0, Annual Anomaly, PNG
1.20095, 2060-2079, gfdl_cm3, Annual Anomaly, PNG
0.25591, 2060-2079, gfdl_esm2g, Annual Anomaly, PNG
0.19676, 2060-2079, gfdl_esm2m, Annual Anomaly, PNG
0.44691, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, PNG
0.73925, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, PNG
0.36507, 2060-2079, miroc5, Annual Anomaly, PNG
-0.9194, 2060-2079, miroc_esm_chem, Annual Anomaly, PNG
-2.0047, 2060-2079, miroc_esm, Annual Anomaly, PNG
0.4717, 2060-2079, mpi_esm_mr, Annual Anomaly, PNG
0.69593, 2060-2079, mri_cgcm3, Annual Anomaly, PNG
0.33683, 2060-2079, noresm1_m, Annual Anomaly, PNG
0.19822, 2060-2079, bcc_csm1_1_m, Annual Anomaly, PRY
-0.3188, 2060-2079, bcc_csm1_1, Annual Anomaly, PRY
-0.5421, 2060-2079, bnu_esm, Annual Anomaly, PRY
-1.7455, 2060-2079, canesm2, Annual Anomaly, PRY
-0.5042, 2060-2079, ccsm4, Annual Anomaly, PRY
0.17847, 2060-2079, cesm1_cam5, Annual Anomaly, PRY
-0.49, 2060-2079, cnrm_cm5, Annual Anomaly, PRY
-0.3697, 2060-2079, csiro_mk3_6_0, Annual Anomaly, PRY
-0.4919, 2060-2079, gfdl_cm3, Annual Anomaly, PRY
-0.3082, 2060-2079, gfdl_esm2g, Annual Anomaly, PRY
-0.3883, 2060-2079, gfdl_esm2m, Annual Anomaly, PRY
-0.9883, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, PRY
-1.0734, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, PRY
-0.0216, 2060-2079, miroc5, Annual Anomaly, PRY
-0.4789, 2060-2079, miroc_esm_chem, Annual Anomaly, PRY
-0.6614, 2060-2079, miroc_esm, Annual Anomaly, PRY
-0.2741, 2060-2079, mpi_esm_mr, Annual Anomaly, PRY
0.05751, 2060-2079, mri_cgcm3, Annual Anomaly, PRY
-0.1133, 2060-2079, noresm1_m, Annual Anomaly, PRY
-0.7559, 2060-2079, bcc_csm1_1_m, Annual Anomaly, PRT
-0.1726, 2060-2079, bcc_csm1_1, Annual Anomaly, PRT
-0.2132, 2060-2079, bnu_esm, Annual Anomaly, PRT
-0.532, 2060-2079, canesm2, Annual Anomaly, PRT
-0.8145, 2060-2079, ccsm4, Annual Anomaly, PRT
-0.2635, 2060-2079, cesm1_cam5, Annual Anomaly, PRT
0.71252, 2060-2079, cnrm_cm5, Annual Anomaly, PRT
-0.766, 2060-2079, csiro_mk3_6_0, Annual Anomaly, PRT
-1.8915, 2060-2079, gfdl_cm3, Annual Anomaly, PRT
-0.1177, 2060-2079, gfdl_esm2g, Annual Anomaly, PRT
-0.5908, 2060-2079, gfdl_esm2m, Annual Anomaly, PRT
-0.0145, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, PRT
0.00704, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, PRT
-0.5388, 2060-2079, miroc5, Annual Anomaly, PRT
-0.7389, 2060-2079, miroc_esm_chem, Annual Anomaly, PRT
-1.5153, 2060-2079, miroc_esm, Annual Anomaly, PRT
